Spawn.Date,Species,Sample_ID,Origin,Treatment,Well.Num,Num.Eggs,Initials,Notes
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,7,8,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,8,8,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,9,9,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,10,7,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,11,15,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,12,6,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,13,7,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,14,8,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,15,12,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,16,7,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,17,6,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,18,10,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,19,7,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,20,7,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,21,11,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,22,9,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,23,9,DC,
20201007,A.cyatherea,A.cy_29,Sofitel,Wild,24,6,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,1,9,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,2,7,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,3,5,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,4,7,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,5,6,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,6,6,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,7,6,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,8,6,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,9,4,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,10,6,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,11,7,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,12,4,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,13,6,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,14,5,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,15,7,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,16,7,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,17,4,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,18,7,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,19,5,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,20,6,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,21,7,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,22,5,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,23,5,DC,
20201007,A.cyatherea,A.cy_25,Mahana,Wild,24,6,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,1,6,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,2,6,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,3,9,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,4,11,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,5,9,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,6,NA,DC,Missing a bundle
20201007,A.cyatherea,A.cy_30,Mahana,Wild,7,5,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,8,10,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,9,9,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,10,7,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,11,10,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,12,8,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,13,7,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,14,11,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,15,8,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,16,5,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,17,12,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,18,6,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,19,5,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,20,7,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,21,12,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,22,12,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,23,6,DC,
20201007,A.cyatherea,A.cy_30,Mahana,Wild,24,10,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,1,7,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,2,7,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,3,7,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,4,12,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,5,9,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,6,10,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,7,9,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,8,9,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,9,7,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,10,9,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,11,5,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,12,11,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,13,5,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,14,6,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,15,12,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,16,8,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,17,7,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,18,5,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,19,8,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,20,9,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,21,10,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,22,8,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,23,9,DC,
20201007,A.cyatherea,A.cy_27,Mahana,Wild,24,10,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,1,6,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,2,6,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,3,5,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,4,4,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,5,6,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,6,8,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,7,8,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,8,7,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,9,6,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,10,5,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,11,6,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,12,7,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,13,6,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,14,7,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,15,5,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,16,6,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,17,8,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,18,9,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,19,7,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,20,5,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,21,6,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,22,6,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,23,7,DC,
20201007,A.cyatherea,A.cy_26,Mahana,Wild,24,7,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,1,7,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,2,11,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,3,9,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,4,9,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,5,8,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,6,7,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,7,6,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,8,7,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,9,8,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,10,9,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,11,7,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,12,6,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,13,12,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,14,13,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,15,5,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,16,7,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,17,10,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,18,9,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,19,8,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,20,10,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,21,6,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,22,4,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,23,7,DC,
20201007,A.cyatherea,A.cy_19,Mahana,Wild,24,9,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,1,7,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,2,11,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,3,6,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,4,4,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,5,6,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,6,4,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,7,6,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,8,4,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,9,6,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,10,6,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,11,4,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,12,6,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,13,5,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,14,7,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,15,7,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,16,5,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,17,5,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,18,6,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,19,7,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,20,7,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,21,6,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,22,13,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,23,6,DC,
20201007,A.cyatherea,A.cy_28,Mahana,Wild,24,4,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,1,7,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,2,6,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,3,7,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,4,8,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,5,7,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,6,6,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,7,6,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,8,6,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,9,7,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,10,7,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,11,6,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,12,4,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,13,5,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,14,6,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,15,8,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,16,7,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,17,6,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,18,7,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,19,10,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,20,5,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,21,6,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,22,6,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,23,6,DC,
20201007,A.cyatherea,A.cy_31,Mahana,Wild,24,6,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,1,4,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,2,7,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,3,6,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,4,6,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,5,5,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,6,7,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,7,10,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,8,5,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,9,7,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,10,5,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,11,7,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,12,7,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,13,5,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,14,6,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,15,6,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,16,10,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,17,8,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,18,6,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,19,6,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,20,4,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,21,4,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,22,6,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,23,4,DC,
20201007,A.pulchra,A.pul_75,Mahana,Wild,24,9,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,1,6,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,2,6,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,3,8,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,4,5,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,5,8,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,6,4,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,7,7,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,8,4,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,9,5,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,10,10,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,11,3,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,12,7,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,13,10,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,14,4,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,15,3,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,16,6,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,17,5,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,18,7,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,19,6,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,20,9,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,21,5,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,22,6,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,23,6,DC,
20201007,A.pulchra,A.pul_77,Mahana,Wild,24,3,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,1,6,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,2,7,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,3,4,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,4,4,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,5,3,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,6,4,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,7,6,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,8,4,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,9,9,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,10,6,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,11,7,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,12,4,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,13,7,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,14,10,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,15,7,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,16,7,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,17,4,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,18,3,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,19,4,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,20,7,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,21,9,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,22,4,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,23,7,DC,
20201007,A.pulchra,A.pul_80,Mahana,Wild,24,9,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,1,18,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,2,10,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,3,9,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,4,11,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,5,13,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,6,12,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,7,11,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,8,12,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,9,7,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,10,10,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,11,10,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,12,17,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,13,12,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,14,16,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,15,7,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,16,7,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,17,10,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,18,17,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,19,12,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,20,15,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,21,9,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,22,9,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,23,14,DC,
20201007,A.pulchra,A.pul_87,Mahana,Wild,24,5,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,1,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,2,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,3,2,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,4,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,5,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,6,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,7,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,8,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,9,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,10,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,11,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,12,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,13,0,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,14,2,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,15,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,16,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,17,0,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,18,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,19,4,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,20,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,21,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,22,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,23,1,DC,
20201007,A.pulchra,A.pul_201,Mahana,Wild,24,1,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,1,5,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,2,6,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,3,6,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,4,3,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,5,6,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,6,5,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,7,7,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,8,5,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,9,7,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,10,5,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,11,6,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,12,7,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,13,9,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,14,5,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,15,6,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,16,5,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,17,5,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,18,7,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,19,9,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,20,5,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,21,6,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,22,5,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,23,5,DC,
20201007,A.pulchra,A.pul_202,Mahana,Wild,24,8,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,1,4,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,2,8,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,3,5,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,4,4,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,5,5,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,6,5,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,7,12,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,8,2,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,9,3,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,10,5,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,11,4,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,12,4,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,13,9,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,14,5,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,15,3,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,16,3,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,17,5,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,18,5,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,19,5,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,20,9,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,21,4,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,22,6,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,23,5,DC,
20201007,A.pulchra,A.pul_203,Mahana,Wild,24,4,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,1,8,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,2,9,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,3,7,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,4,10,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,5,8,DC,
20201009,A.pulchra,A.pul_204,Mahana,Wild,6,8,DC,
